id,field,mngt_soil,transect,distance,type,nest_pa,nest_id,soil_bulk_dens,soil_rel_dens,soil_som,soil_ph,soil_sand,soil_silt,soil_clay
S82,ChBo04,NT,1-2m,1,Nest,1,ChBo04_FIT_2.2,1.4364122380768156,0.7384009916145661,2.98,7.86,37.744794887652034,34.42589156874871,27.82931354359926
S69,BlDe01,CT,0-1m,0,Control,0,NA,1.4047546125541048,0.7253705866124017,2.78,6.56,45.587327710347665,29.52067475828019,24.891997531372144
S60,BlDe01,CT,5-6m,5,Control,0,NA,1.3497395875629012,0.7101023407674841,2.5,6.05,55.69230769230769,28,16.30769230769231
S78,BlDe01,CT,10-11m,10,Control,0,NA,1.3670747187507821,0.7210737497573297,2.37,5.64,55.44402335347742,30.011267028577283,14.544709617945303
S61,BlDe01,CT,20-21m,20,Control,0,NA,1.3624017991452886,0.7167441603377764,2.19,5.5,57.26408342705244,28.42245169205603,14.313464880891525
S77,BlDe01,CT,30-31m,30,Control,0,NA,1.2823419900276303,0.6656946398962488,2.4,6.27,51.946721311475414,27.561475409836063,20.491803278688526
S66,BlDe01,CT,1-2m,1,Nest,1,BlDe01_FIT_1.1,1.4834727887535915,0.7651102280281505,1.63,6.1,52.3228626613805,29.78550371048084,17.89163362813866
S80,BlDe01,CT,0-1m,0,Nest,1,BlDe01_FIT_2.2,1.369122566422338,0.7110769871379287,2.46,6.66,47.406192331351235,31.884355136354316,20.709452532294442
S76,BlDe01,CT,0-1m,0,Nest,1,BlDe01_FIT_2.4,1.39919845882489,0.731494667969049,2.53,6.64,53.216374269005854,28.008618036318868,18.775007694675285
S75,BlDe01,CT,1-2m,1,Nest,1,BlDe01_FIT_2.7,1.4122404938014872,0.7365110742498022,2.34,6.09,50.9522834323162,30.61642432930575,18.431292238378045
S72,BlDe01,CT,2-3m,2,Nest,1,BlDe01_FIT_2.9,1.478678127976043,0.7801832492995667,2,6.44,58.77551020408163,29.183673469387756,12.040816326530614
S55,BlDe04,CT,0-1m,0,Control,0,NA,1.4085447835321054,0.7147684648669352,1.81,7.18,33.59812608208575,41.34840615133924,25.05346776657501
S64,BlDe04,CT,5-6m,5,Control,0,NA,1.3993421483151274,0.7220026921879159,1.88,7.78,59.437423562984094,21.198532409294742,19.36404402772116
S48,BlDe04,CT,10-11m,10,Control,0,NA,1.267333232556427,0.6507151308475912,1.92,7.33,51.366231647634585,27.22267536704731,21.411092985318106
S44,BlDe04,CT,20-21m,20,Control,0,NA,1.3537818108814017,0.6985160641008458,2.29,7.05,50.87503837887627,27.12107256166206,22.003889059461674
A39,BlDe04,CT,30-31m,30,Control,0,NA,1.425756652654432,0.7381888708043147,1.58,6.36,56.208087787035154,27.636659215606585,16.15525299735826
S50,BlDe04,CT,0-1m,0,Nest,1,BlDe04_FIT_1.1,1.4333718030063094,0.7391008934839807,1.73,6.49,50.44265798310777,30.935178589600078,18.622163427292154
S63,BlDe04,CT,0-1m,0,Nest,1,BlDe04_FIT_1.4,1.348350482224791,0.7013389531956585,1.96,7.52,56.75234598123215,26.31578947368421,16.93186454508364
S51,BlDe04,CT,1-2m,1,Nest,1,BlDe04_FIT_1.5,1.3986344738038072,0.7218493144172357,1.67,7.81,58.100274585579164,24.000813586901252,17.89891182751958
S47,BlDe04,CT,20-21m,20,Nest,1,BlDe04_FIT_1.8,1.4290202409113368,0.7338910458570909,1.9,7.69,56.778797145769616,22.018348623853214,21.202854230377167
S45,BlDe04,CT,10-11m,10,Nest,1,BlDe04_FIT_2.5,1.307030767422435,0.6773594195431418,2.58,7.42,50.72880312050913,26.996509956887703,22.274686922603163
